Year,Country,GDP_per_capita,Gini_Index,Top_10_Income_Share,Top_10_Wealth_Share,Bottom_50_Income_Share,Bottom_50_Wealth_Share,Total_Population,Group
1980,Bangladesh,2626.4911,0.4732,0.3652,0.5731,0.1997,0.0491,88016432,3
1981,Bangladesh,2613.7059,0.4732,0.3652,0.5731,0.1997,0.0491,90303105,3
1982,Bangladesh,2619.9257,0.4732,0.3652,0.5731,0.1997,0.0491,92814507,3
1983,Bangladesh,2679.1805,0.4732,0.3652,0.5731,0.1997,0.0491,95335155,3
1984,Bangladesh,2710.5999,0.4836,0.3774,0.5762,0.1947,0.0486,97814966,3
1985,Bangladesh,2733.8507,0.4936,0.3891,0.5783,0.1898,0.0483,100253825,3
1986,Bangladesh,2772.7793,0.4994,0.3947,0.5794,0.1869,0.0481,102635572,3
1987,Bangladesh,2790.6245,0.505,0.4001,0.5805,0.1841,0.048,104959291,3
1988,Bangladesh,2788.4072,0.5105000000000001,0.4054,0.5811000000000001,0.1814,0.0479,107216008,3
1989,Bangladesh,2840.0528,0.5043,0.3986,0.5804,0.1838,0.048,109433799,3
1990,Bangladesh,2902.9621,0.4983,0.3919,0.5791000000000001,0.1862,0.0482,111633717,3
1991,Bangladesh,2935.4345,0.4925,0.3854,0.5778,0.1886,0.0484,113787109,3
1992,Bangladesh,2983.8531,0.5087,0.4032,0.5809000000000001,0.1812,0.0479,115952192,3
1993,Bangladesh,3031.3871,0.5236000000000001,0.4196,0.5835,0.1745,0.0475,118132360,3
1994,Bangladesh,3084.7405,0.5374,0.4348,0.5879,0.1683,0.0467,120343179,3
1995,Bangladesh,3142.6468,0.5501,0.4488,0.5920000000000001,0.1625,0.0461,122600370,3
1996,Bangladesh,3209.3608,0.5502,0.4477,0.5915,0.1619,0.0461,124862179,3
1997,Bangladesh,3286.4244,0.5507000000000001,0.4468,0.5914,0.1611,0.0462,127198069,3
1998,Bangladesh,3354.2914,0.5504,0.4455,0.5911000000000001,0.1608,0.0462,129622332,3
1999,Bangladesh,3433.2812,0.552,0.4455,0.5911000000000001,0.1592,0.0462,132108065,3
2000,Bangladesh,3520.3896,0.5525,0.4449,0.5910000000000001,0.1585,0.0462,134544304,3
2001,Bangladesh,3595.6726,0.5532,0.4459,0.5912000000000001,0.1582,0.0462,136805810,3
2002,Bangladesh,3685.1416,0.5567,0.4487,0.5920000000000001,0.156,0.0461,138933658,3
2003,Bangladesh,3813.5256,0.5615,0.4522,0.5934,0.153,0.0458,140970351,3
2004,Bangladesh,3963.1022,0.5622,0.4532,0.5938,0.1526,0.0458,142902856,3
2005,Bangladesh,4139.4864,0.5639000000000001,0.4548,0.5941000000000001,0.1516,0.0457,144715786,3
2006,Bangladesh,4372.3282,0.5611,0.4513,0.5931000000000001,0.1528,0.0459,146405973,3
2007,Bangladesh,4656.6131,0.5596,0.4488,0.5920000000000001,0.1533,0.0461,147989278,3
2008,Bangladesh,4913.6517,0.5494,0.4407,0.5899,0.1595,0.0464,149474264,3
2009,Bangladesh,5178.6384,0.5444,0.4362,0.5883,0.1622,0.0467,150873714,3
2010,Bangladesh,5494.568,0.5463,0.4363,0.5884,0.1606,0.0467,152201981,3
2011,Bangladesh,5847.8343,0.5418000000000001,0.4329,0.5874,0.1635,0.0468,153591076,3
2012,Bangladesh,6203.5567,0.5402,0.4316,0.5869,0.1644,0.0469,155070101,3
2013,Bangladesh,6571.7322,0.5384,0.4302,0.5863,0.1656,0.047,156532141,3
2014,Bangladesh,6985.6474,0.5354,0.428,0.5854,0.1674,0.0472,157964929,3
2015,Bangladesh,7465.6081,0.531,0.4248,0.5846,0.1702,0.0473,159383179,3
2016,Bangladesh,7899.0103,0.5298,0.4239,0.5840000000000001,0.1709,0.0474,160811932,3
2017,Bangladesh,8309.7326,0.53,0.424,0.5840000000000001,0.1708,0.0474,162186147,3
2018,Bangladesh,8799.613,0.53,0.424,0.5840000000000001,0.1708,0.0474,163523103,3
2019,Bangladesh,9147.7921,0.53,0.424,0.5841000000000001,0.1708,0.0474,164913055,3
2020,Bangladesh,9498.7684,0.53,0.424,0.5841000000000001,0.1708,0.0474,166298024,3
2021,Bangladesh,10047.1418,0.53,0.424,0.5841000000000001,0.1708,0.0474,167658854,3
2022,Bangladesh,10587.8604,0.53,0.424,0.5841000000000001,0.1708,0.0474,169384897,3
2023,Bangladesh,10968.803,0.53,0.424,0.5840000000000001,0.1708,0.0474,171466990,3
2024,Bangladesh,11197.308,0.53,0.424,0.5841000000000001,0.1708,0.0474,173562364,3
1980,Brazil,20318.224,0.6917,0.5861000000000001,0.7146,0.0912,0.021,121207461,2
1981,Brazil,18852.619,0.6917,0.5861000000000001,0.7147,0.0912,0.021,124063109,2
1982,Brazil,18431.7482,0.6917,0.5861000000000001,0.7146,0.0912,0.021,126923155,2
1983,Brazil,17355.6767,0.6917,0.5861000000000001,0.7148,0.0912,0.021,129790077,2
1984,Brazil,17752.9827,0.6917,0.5861000000000001,0.7147,0.0912,0.021,132658864,2
1985,Brazil,18594.9167,0.6917,0.5861000000000001,0.7146,0.0912,0.021,135515595,2
1986,Brazil,19431.9069,0.6917,0.5861000000000001,0.7147,0.0912,0.021,138336370,2
1987,Brazil,19578.9536,0.6917,0.5861000000000001,0.7151000000000001,0.0912,0.0209,141104944,2
1988,Brazil,19058.7425,0.6917,0.5861000000000001,0.7150000000000001,0.0912,0.0209,143826357,2
1989,Brazil,19160.9665,0.6917,0.5861000000000001,0.7149,0.0912,0.021,146502972,2
1990,Brazil,17864.5448,0.6917,0.5861000000000001,0.7151000000000001,0.0912,0.0209,149143223,2
1991,Brazil,17597.2023,0.6917,0.5861000000000001,0.7150000000000001,0.0912,0.0209,151724256,2
1992,Brazil,16996.0249,0.6917,0.5861000000000001,0.7148,0.0912,0.021,154275079,2
1993,Brazil,17375.0119,0.6917,0.5861000000000001,0.7149,0.0912,0.0209,156794577,2
1994,Brazil,17945.4012,0.6917,0.5861000000000001,0.7152000000000001,0.0912,0.0209,159265006,2
1995,Brazil,18252.5128,0.6917,0.5861000000000001,0.7147,0.0912,0.021,161735073,2
1996,Brazil,18195.4409,0.6917,0.5861000000000001,0.7151000000000001,0.0912,0.0209,164202549,2
1997,Brazil,18355.4784,0.6917,0.5861000000000001,0.7150000000000001,0.0912,0.0209,166661659,2
1998,Brazil,17911.9765,0.6917,0.5861000000000001,0.7149,0.0912,0.021,169159655,2
1999,Brazil,17515.1923,0.6917,0.5861000000000001,0.7149,0.0912,0.0209,171641543,2
2000,Brazil,17825.9018,0.6917,0.5861000000000001,0.7150000000000001,0.0912,0.0209,174018282,2
2001,Brazil,17639.9101,0.6917,0.5861000000000001,0.7148,0.0912,0.021,176301203,2
2002,Brazil,17747.2426,0.6956,0.5934,0.7176,0.0906,0.0203,178503484,2
2003,Brazil,17531.1494,0.6912,0.5898,0.7160000000000001,0.0937,0.0207,180622688,2
2004,Brazil,18120.5718,0.6863,0.5818,0.7138,0.0956,0.0212,182675143,2
2005,Brazil,18290.5516,0.7011000000000001,0.6049,0.7205,0.0907,0.0195,184688101,2
2006,Brazil,18611.0385,0.6996,0.6039,0.7198,0.0932,0.0197,186653106,2
2007,Brazil,19337.2906,0.6868000000000001,0.5878,0.7158,0.0997,0.0207,188552320,2
2008,Brazil,19927.0701,0.681,0.5844,0.7142000000000001,0.1018,0.0211,190367302,2
2009,Brazil,19537.1246,0.6767000000000001,0.5798,0.7131000000000001,0.1035,0.0214,192079951,2
2010,Brazil,20646.511,0.6816,0.5875,0.7157,0.1027,0.0207,193701929,2
2011,Brazil,21114.841,0.6864,0.5952000000000001,0.7184,0.102,0.0201,195284734,2
2012,Brazil,21177.3235,0.6791,0.5856,0.7145,0.1059,0.0211,196876111,2
2013,Brazil,21472.0484,0.6714,0.5759000000000001,0.7108,0.1082,0.022,198478299,2
2014,Brazil,21247.7982,0.6742,0.5792,0.7130000000000001,0.1072,0.0214,200085127,2
2015,Brazil,20185.5964,0.6821,0.5913,0.7167,0.1033,0.0205,201675532,2
2016,Brazil,19234.5997,0.6866,0.5835,0.7140000000000001,0.0963,0.0212,203218114,2
2017,Brazil,19206.256,0.6853,0.5785,0.7130000000000001,0.0964,0.0214,204703445,2
2018,Brazil,19277.8018,0.6824,0.5742,0.7107,0.0964,0.022,206107261,2
2019,Brazil,19252.1772,0.675,0.5645,0.7078,0.1003,0.0228,207455459,2
2020,Brazil,18391.5946,0.7033,0.5908,0.7163,0.0819,0.0206,208660842,2
2021,Brazil,19112.0242,0.7093,0.5994,0.7236,0.0823,0.0196,209550294,2
2022,Brazil,19486.2873,0.6973,0.5939,0.7189,0.0906,0.0202,210306415,2
2023,Brazil,19930.1187,0.6948000000000001,0.5912000000000001,0.7166,0.0926,0.0205,211140729,2
2024,Brazil,20414.4882,0.6948000000000001,0.5912000000000001,0.7190000000000001,0.0926,0.0203,211998573,2
1980,Canada,40350.3263,0.4204,0.3003,0.5558000000000001,0.2197,0.1548,24533776,1
1981,Canada,40775.4012,0.411,0.2891,0.5549000000000001,0.2239,0.1549,24844974,1
1982,Canada,38601.6649,0.4085,0.2848,0.5546,0.2245,0.155,25140164,1
1983,Canada,38785.1675,0.4136,0.2886,0.5548000000000001,0.2214,0.155,25412608,1
1984,Canada,40275.4454,0.4145,0.2907,0.555,0.2217,0.1549,25670375,1
1985,Canada,41412.6879,0.4172,0.2919,0.5557,0.2196,0.1546,25927465,1
1986,Canada,41562.9233,0.4279,0.2965,0.5567,0.2111,0.1542,26211031,1
1987,Canada,42511.8684,0.4295,0.299,0.5575,0.2107,0.1538,26540921,1
1988,Canada,43593.1131,0.435,0.3071,0.5643,0.2093,0.1515,26927945,1
1989,Canada,43762.5274,0.4441,0.3144,0.5640000000000001,0.2036,0.1517,27366050,1
1990,Canada,43066.6974,0.4498,0.3161,0.5639000000000001,0.1986,0.1516,27789443,1
1991,Canada,41545.4017,0.4571,0.318,0.5661,0.1919,0.1508,28157158,1
1992,Canada,41365.806,0.4593,0.3183,0.5636,0.1899,0.1515,28500059,1
1993,Canada,41932.0594,0.4696,0.3251,0.5650000000000001,0.1833,0.1511,28830637,1
1994,Canada,43274.8249,0.4714,0.3268,0.5661,0.1821,0.1507,29147381,1
1995,Canada,43887.7235,0.4791,0.3317,0.5675,0.1771,0.1502,29459131,1
1996,Canada,44033.6969,0.484,0.3383,0.5694,0.1752,0.1496,29767206,1
1997,Canada,45345.4445,0.4902,0.3464,0.5717,0.1729,0.1489,30059089,1
1998,Canada,46549.5175,0.4918,0.3486,0.5730000000000001,0.1721,0.1485,30329969,1
1999,Canada,48355.2422,0.4927,0.3537,0.5760000000000001,0.1738,0.1476,30599456,1
2000,Canada,50178.962,0.5017,0.3648,0.5826,0.1702,0.1458,30891803,1
2001,Canada,50338.1949,0.4982,0.365,0.5845,0.1737,0.1451,31213577,1
2002,Canada,51107.7219,0.5002,0.366,0.5858,0.1724,0.1447,31535577,1
2003,Canada,51314.7839,0.503,0.3695,0.5872,0.1713,0.1443,31836482,1
2004,Canada,52191.5119,0.5071,0.3756,0.5910000000000001,0.1701,0.1431,32132678,1
2005,Canada,53140.8123,0.5104000000000001,0.3807,0.5928,0.1695,0.1425,32440173,1
2006,Canada,53807.6962,0.5139,0.3838,0.5947,0.1675,0.142,32759171,1
2007,Canada,54187.665,0.5139,0.3838,0.5963,0.1675,0.1414,33092171,1
2008,Canada,53981.5501,0.5072,0.3758,0.5963,0.1703,0.1411,33449085,1
2009,Canada,51650.2976,0.497,0.3588,0.5943,0.1723,0.1413,33826370,1
2010,Canada,52489.6148,0.502,0.3652,0.5975,0.1705,0.1404,34196899,1
2011,Canada,53397.5383,0.5014000000000001,0.3647,0.599,0.1707,0.1399,34555452,1
2012,Canada,53587.6115,0.4968,0.3582,0.599,0.1721,0.1396,34922516,1
2013,Canada,54094.1378,0.4975,0.3587,0.6007,0.1716,0.1392,35293433,1
2014,Canada,54980.3962,0.4946,0.3565,0.601,0.1735,0.1392,35634264,1
2015,Canada,54745.5129,0.4935,0.3539,0.6016,0.1734,0.139,35962234,1
2016,Canada,54631.3861,0.4826,0.3413,0.599,0.178,0.1396,36353343,1
2017,Canada,55522.0248,0.4878,0.3481,0.6006,0.1762,0.1393,36808497,1
2018,Canada,56222.2944,0.4845,0.346,0.5999,0.1785,0.1394,37295005,1
2019,Canada,56422.549,0.483,0.3438,0.5995,0.1791,0.1395,37782935,1
2020,Canada,52872.4841,0.4967,0.3518,0.6022000000000001,0.1691,0.1389,38171902,1
2021,Canada,54946.7738,0.4974,0.3622,0.6065,0.1743,0.138,38454057,1
2022,Canada,56142.6779,0.5047,0.3678,0.5979,0.1692,0.1398,38821259,1
2023,Canada,56014.3445,0.5047,0.3678,0.5979,0.1692,0.1398,39299105,1
2024,Canada,56127.2282,0.5047,0.3678,0.5979,0.1692,0.1398,39742430,1
1980,China,2384.414,0.3847,0.2805,0.4081,0.2454,0.1601,983163542,2
1981,China,2467.7783,0.3894,0.2847,0.4081,0.2427,0.1601,997721071,2
1982,China,2609.3996,0.3916,0.2887,0.4081,0.2376,0.1601,1013588179,2
1983,China,2697.0444,0.3943,0.2896,0.4081,0.2402,0.1601,1029064956,2
1984,China,2898.209,0.3992,0.2945,0.4081,0.2375,0.1601,1043849638,2
1985,China,3068.0471,0.4067,0.3031,0.4081,0.2342,0.1601,1059807820,2
1986,China,3152.2944,0.4165,0.3054,0.4081,0.2213,0.1601,1077233607,2
1987,China,3299.252,0.4203,0.3037,0.4081,0.2169,0.1601,1096217446,2
1988,China,3354.5146,0.4238,0.3071,0.4081,0.215,0.1601,1115244165,2
1989,China,3285.5083,0.4327,0.3126,0.4081,0.2089,0.1601,1133991008,2
1990,China,3204.1403,0.4295,0.31,0.4083,0.2109,0.16,1153582724,2
1991,China,3322.3628,0.4447,0.3164,0.4085,0.1992,0.16,1170788528,2
1992,China,3542.8184,0.4594,0.3284,0.4084,0.1906,0.16,1184574237,2
1993,China,3822.0494,0.4742,0.3403,0.4082,0.1817,0.16,1197308575,2
1994,China,4058.5521,0.4802,0.3446,0.4087,0.178,0.1599,1209003096,2
1995,China,4518.8695,0.4742,0.3403,0.4091,0.1817,0.1598,1220133927,2
1996,China,4602.7329,0.4684,0.3405,0.43,0.1873,0.1537,1230944812,2
1997,China,4852.557,0.4681,0.3406,0.4464,0.1876,0.149,1241139622,2
1998,China,4805.0299,0.469,0.3439,0.4591,0.1882,0.1453,1250847127,2
1999,China,5020.8787,0.4782,0.3493,0.4692,0.1818,0.1424,1260176655,2
2000,China,5263.0824,0.4950000000000001,0.36,0.4775,0.1707,0.14,1269581175,2
2001,China,5541.104,0.5044000000000001,0.3675,0.4844,0.1652,0.138,1278725063,2
2002,China,6034.6674,0.5315,0.398,0.4901,0.153,0.1363,1286866839,2
2003,China,6469.6857,0.5398000000000001,0.4063,0.4903,0.1489,0.1363,1294517326,2
2004,China,7066.5378,0.5431,0.4134,0.5061,0.1489,0.1321,1302100316,2
2005,China,7556.5116,0.5551,0.4228,0.5229,0.1417,0.1276,1310027136,2
2006,China,8335.9666,0.5563,0.4248,0.5393,0.1416,0.1232,1318054036,2
2007,China,9198.2292,0.5597,0.4281,0.5582,0.1401,0.1182,1325813582,2
2008,China,9545.8139,0.56,0.4281,0.5691,0.1397,0.1152,1333821016,2
2009,China,10146.505,0.5606,0.4274,0.5820000000000001,0.139,0.1118,1342522716,2
2010,China,10896.8027,0.5647,0.4295,0.6276,0.136,0.0701,1351561514,2
2011,China,11589.6494,0.5630000000000001,0.4323,0.6679,0.1385,0.0656,1360250664,2
2012,China,12249.4038,0.5517000000000001,0.4181,0.6655,0.1429,0.0661,1369520864,2
2013,China,13038.0533,0.56,0.4247,0.6657000000000001,0.1379,0.0661,1379008040,2
2014,China,13847.7789,0.5528000000000001,0.4168,0.6674,0.1414,0.0657,1387951972,2
2015,China,14702.4211,0.5536,0.4178,0.6741,0.1412,0.0644,1396134174,2
2016,China,15591.9407,0.5537000000000001,0.418,0.6741,0.1411,0.0644,1404052632,2
2017,China,16561.4847,0.5614,0.4283,0.6782,0.1386,0.0636,1412354727,2
2018,China,17570.4554,0.5592,0.4253,0.6772,0.1393,0.0638,1419008956,2
2019,China,18512.7615,0.5579000000000001,0.4236,0.6765,0.1398,0.064,1423520357,2
2020,China,18822.7238,0.5641,0.432,0.6795,0.1377,0.0634,1426106093,2
2021,China,20306.9265,0.5652,0.4335,0.6817000000000001,0.1374,0.063,1426437267,2
2022,China,20823.0249,0.5683,0.4346,0.6805,0.1351,0.0632,1425179569,2
2023,China,21834.6253,0.5683,0.4346,0.6805,0.1351,0.0632,1422584933,2
2024,China,22846.3025,0.5683,0.4346,0.6805,0.1351,0.0632,1419321278,2
1980,Ethiopia,1616.1958,0.6651,0.5832,0.7114,0.1136,0.0218,34428514,3
1981,Ethiopia,1601.4829,0.6651,0.5832,0.7115,0.1136,0.0218,35304012,3
1982,Ethiopia,1572.7672,0.6651,0.5832,0.7112,0.1136,0.0219,36701290,3
1983,Ethiopia,1695.786,0.6651,0.5832,0.7118,0.1136,0.0217,37740817,3
1984,Ethiopia,1992.3933,0.6651,0.5832,0.7114,0.1136,0.0218,38735722,3
1985,Ethiopia,1618.7843,0.6651,0.5832,0.7117,0.1136,0.0218,39842136,3
1986,Ethiopia,1750.1806,0.6651,0.5832,0.7116,0.1136,0.0218,41037656,3
1987,Ethiopia,1835.4641,0.6651,0.5832,0.7113,0.1136,0.0219,42460039,3
1988,Ethiopia,1708.3661,0.6651,0.5832,0.7115,0.1136,0.0218,44150825,3
1989,Ethiopia,1645.8608,0.6651,0.5832,0.7113,0.1136,0.0218,45879690,3
1990,Ethiopia,1713.6464,0.6651,0.5832,0.7116,0.1136,0.0218,47609755,3
1991,Ethiopia,1516.2271,0.6651,0.5832,0.7113,0.1136,0.0218,49717198,3
1992,Ethiopia,1457.0683,0.6651,0.5832,0.7112,0.1136,0.0219,51853747,3
1993,Ethiopia,1563.672,0.6651,0.5832,0.7117,0.1136,0.0217,53708891,3
1994,Ethiopia,1591.4409,0.6651,0.5832,0.7114,0.1136,0.0218,55611508,3
1995,Ethiopia,1692.8827,0.6651,0.5832,0.7115,0.1136,0.0218,57537335,3
1996,Ethiopia,1776.6377,0.6296,0.5438000000000001,0.6577000000000001,0.1293,0.0339,59467635,3
1997,Ethiopia,1715.9454,0.5939,0.5042,0.6285000000000001,0.1451,0.0396,61404539,3
1998,Ethiopia,1674.4783,0.5581,0.4644,0.5995,0.161,0.0448,63363524,3
1999,Ethiopia,1720.5509,0.5221,0.4245,0.5849,0.1769,0.0472,65374561,3
2000,Ethiopia,1789.5099,0.5231,0.4257,0.5852,0.1766,0.0472,67411494,3
2001,Ethiopia,1826.6484,0.524,0.4269,0.5855,0.1762,0.0471,69487762,3
2002,Ethiopia,1770.6372,0.5249,0.4281,0.5858,0.1759,0.0471,71635517,3
2003,Ethiopia,1820.4566,0.5258,0.4293,0.5864,0.1755,0.047,73832663,3
2004,Ethiopia,1997.5704,0.5268,0.4305,0.5869,0.1752,0.0469,76077206,3
2005,Ethiopia,2160.7494,0.5298,0.4332,0.5878,0.1735,0.0468,78367470,3
2006,Ethiopia,2333.366,0.5329,0.4359,0.5887,0.1717,0.0466,80703490,3
2007,Ethiopia,2515.7854,0.5359,0.4386,0.5895,0.17,0.0465,83103217,3
2008,Ethiopia,2663.8284,0.539,0.4413,0.5907,0.1683,0.0463,85543668,3
2009,Ethiopia,2836.9587,0.542,0.444,0.5912000000000001,0.1666,0.0462,88007636,3
2010,Ethiopia,3103.1331,0.545,0.4466,0.5920000000000001,0.1649,0.0461,90538514,3
2011,Ethiopia,3310.6547,0.5469,0.4482,0.5924,0.1636,0.046,93149970,3
2012,Ethiopia,3473.5517,0.5488000000000001,0.4499,0.5933,0.1623,0.0458,95798767,3
2013,Ethiopia,3692.5002,0.5506,0.4515,0.5939,0.161,0.0457,98438751,3
2014,Ethiopia,3916.7492,0.5525,0.4531,0.5946,0.1597,0.0456,101115610,3
2015,Ethiopia,4101.2057,0.5543,0.4547,0.5958,0.1583,0.0454,103867135,3
2016,Ethiopia,4279.7296,0.5479,0.4464,0.5921000000000001,0.1609,0.046,106718162,3
2017,Ethiopia,4454.1063,0.5415,0.4381,0.5901000000000001,0.1634,0.0464,109666481,3
2018,Ethiopia,4617.7285,0.5351,0.4298,0.5874,0.1659,0.0468,112664152,3
2019,Ethiopia,4771.3465,0.5286000000000001,0.4214,0.5846,0.1684,0.0473,115737383,3
2020,Ethiopia,4870.3684,0.5222,0.4131,0.5827,0.1709,0.0476,118917671,3
2021,Ethiopia,4962.1836,0.5157,0.4047,0.5814,0.1734,0.0478,122138588,3
2022,Ethiopia,5045.2034,0.5157,0.4047,0.5814,0.1734,0.0478,125384287,3
2023,Ethiopia,5187.8654,0.5157,0.4047,0.5814,0.1734,0.0478,128691692,3
2024,Ethiopia,5415.9217,0.5157,0.4047,0.5814,0.1734,0.0478,132059767,3
1980,France,36260.7882,0.4075,0.2876,0.5156000000000001,0.2266,0.0845,55274184,1
1981,France,36292.5452,0.4054,0.2854,0.5086,0.2276,0.0856,55603352,1
1982,France,36839.833,0.4031,0.2826,0.5019,0.2285,0.0883,55951076,1
1983,France,36937.8739,0.4042,0.2833,0.4998,0.2277,0.0899,56284240,1
1984,France,37121.6883,0.4069,0.285,0.4997,0.2259,0.0905,56600528,1
1985,France,37350.2195,0.4087,0.2891,0.5011,0.2261,0.0926,56921296,1
1986,France,37857.9349,0.415,0.2978,0.5053,0.2239,0.0935,57237984,1
1987,France,38457.3595,0.4186,0.3032,0.5049,0.223,0.0954,57565184,1
1988,France,39891.0716,0.4213,0.3078,0.5059,0.2225,0.0966,57910872,1
1989,France,41207.7481,0.4301,0.315,0.5084000000000001,0.2176,0.0921,58266768,1
1990,France,41982.38,0.4332,0.3156,0.5042,0.2153,0.0893,58604904,1
1991,France,41994.9443,0.4274,0.3107,0.5081,0.2194,0.0874,58919184,1
1992,France,42229.5104,0.4282,0.3077,0.5118,0.2168,0.078,59235824,1
1993,France,41563.9996,0.4282,0.3065,0.5138,0.215,0.0787,59515844,1
1994,France,42207.7455,0.4338,0.312,0.5137,0.2128,0.0777,59747876,1
1995,France,42822.8013,0.4337,0.3132,0.5378000000000001,0.2131,0.0668,59973548,1
1996,France,43201.0156,0.441,0.3222,0.5688,0.2105,0.0626,60195176,1
1997,France,43979.4069,0.4462,0.3262,0.5823,0.2073,0.0608,60416200,1
1998,France,45281.2436,0.4515,0.3329,0.5953,0.2054,0.0586,60657508,1
1999,France,46479.994,0.4506,0.3325,0.6035,0.2061,0.0579,60987092,1
2000,France,47884.7193,0.4529,0.3359,0.605,0.2054,0.0566,61404920,1
2001,France,48399.2609,0.4526,0.3378,0.5963,0.2067,0.0581,61843576,1
2002,France,48526.5854,0.4546,0.3361,0.5812,0.2037,0.0602,62281564,1
2003,France,48547.2621,0.4571,0.3375,0.5731,0.2019,0.0601,62710292,1
2004,France,49540.9279,0.4624,0.3431,0.5668000000000001,0.1994,0.0604,63156880,1
2005,France,49954.8563,0.4615,0.3426,0.5586,0.2,0.0606,63617228,1
2006,France,50767.8736,0.4582,0.3403,0.5614,0.2021,0.0581,64060148,1
2007,France,51606.8109,0.466,0.3492,0.5674,0.1985,0.0557,64470140,1
2008,France,51377.2903,0.4681,0.352,0.5625,0.1979,0.0563,64842856,1
2009,France,49588.5138,0.4531,0.333,0.5665,0.2032,0.0535,65186040,1
2010,France,50264.4123,0.4567,0.3381,0.5834,0.2023,0.0474,65510016,1
2011,France,51051.6085,0.4552,0.3392,0.5768,0.2043,0.0504,65836676,1
2012,France,50899.9469,0.4464,0.3292,0.5723,0.2082,0.0533,66169168,1
2013,France,50908.356,0.4425,0.3233,0.5788,0.2092,0.0509,66513020,1
2014,France,51137.1841,0.4415,0.3249,0.5870000000000001,0.2112,0.0499,66841144,1
2015,France,51486.3126,0.4511,0.3334,0.5894,0.2055,0.0495,67080972,1
2016,France,51846.9171,0.4503,0.3338,0.5871000000000001,0.2065,0.0498,67260376,1
2017,France,52773.6064,0.4524,0.3364,0.5883,0.2059,0.0496,67469032,1
2018,France,53410.0314,0.4583,0.3433,0.5919,0.2034,0.0492,67706408,1
2019,France,54061.0981,0.4557,0.3406,0.5913,0.2048,0.0493,67917136,1
2020,France,49722.8625,0.4541,0.3384,0.5894,0.2055,0.0495,68104160,1
2021,France,52655.7793,0.4625,0.349,0.597,0.2026,0.0485,68291488,1
2022,France,53665.7687,0.4592,0.344,0.5961000000000001,0.2034,0.0487,68486680,1
2023,France,53876.1956,0.4576,0.3403,0.597,0.203,0.0486,68655640,1
2024,France,54181.6954,0.4576,0.3403,0.5988,0.203,0.0484,68780448,1
1980,Germany,36016.0297,0.4034,0.286,0.6226,0.2325,0.0475,78315375,1
1981,Germany,35915.1796,0.3997,0.2814,0.5745,0.2338,0.0592,78448040,1
1982,Germany,35534.928,0.3963,0.2804,0.5351,0.236,0.0698,78393674,1
1983,Germany,35864.1378,0.4003,0.2847,0.5045000000000001,0.2342,0.0789,78224133,1
1984,Germany,36638.0181,0.397,0.2849,0.5008,0.237,0.0794,77998198,1
1985,Germany,37218.7366,0.3995,0.2871,0.4973,0.2359,0.0799,77863424,1
1986,Germany,37740.1595,0.4049,0.2937,0.4943,0.2334,0.0803,77923807,1
1987,Germany,37919.7543,0.4116,0.3015,0.4971,0.2304,0.0785,78062324,1
1988,Germany,38925.7892,0.4253,0.3159,0.5019,0.2239,0.0765,78385992,1
1989,Germany,39960.286,0.4355,0.3246,0.5067,0.2177,0.0744,79007065,1
1990,Germany,41591.2504,0.4371,0.3255,0.5088,0.2162,0.0707,79707959,1
1991,Germany,43319.7443,0.4265,0.3149,0.5165000000000001,0.221,0.0661,80303196,1
1992,Germany,43751.512,0.4205,0.3096,0.5282,0.224,0.061,80934898,1
1993,Germany,43027.8196,0.4149,0.3043,0.5408000000000001,0.2273,0.0557,81486773,1
1994,Germany,43916.5913,0.4113,0.2997,0.5443,0.229,0.0537,81773617,1
1995,Germany,44472.8325,0.4084,0.2979,0.5507000000000001,0.2309,0.0513,82019890,1
1996,Germany,44712.0077,0.4191,0.3064,0.5591,0.2248,0.0486,82263189,1
1997,Germany,45476.5905,0.4286,0.3154,0.5651,0.2201,0.0462,82389638,1
1998,Germany,46549.2263,0.4375,0.3217,0.5726,0.2151,0.0436,82011939,1
1999,Germany,47517.3119,0.4363,0.3213,0.5776,0.2155,0.0414,81678287,1
2000,Germany,48760.7194,0.4361,0.3229,0.5744,0.2162,0.04,81797258,1
2001,Germany,49387.0719,0.4374,0.3239,0.5712,0.2153,0.0386,81933885,1
2002,Germany,49088.9805,0.4437,0.3241,0.5711,0.2096,0.0368,82068326,1
2003,Germany,48602.471,0.434,0.3165,0.5711,0.2149,0.0352,82111615,1
2004,Germany,49062.9853,0.4449,0.3289,0.5799000000000001,0.2105,0.033,82092708,1
2005,Germany,49325.1198,0.4674,0.3481,0.5871000000000001,0.198,0.0309,82046731,1
2006,Germany,51234.347,0.4704,0.3531,0.5912000000000001,0.1972,0.0291,81701971,1
2007,Germany,52793.1129,0.4842,0.3691,0.6013000000000001,0.191,0.0265,81298542,1
2008,Germany,53227.0627,0.4838,0.3676,0.6053000000000001,0.1909,0.0249,81110777,1
2009,Germany,50166.9292,0.4849,0.3725,0.5965,0.1911,0.0271,80935283,1
2010,Germany,52187.0632,0.4802,0.3669,0.5912000000000001,0.1931,0.0293,80830924,1
2011,Germany,54043.3513,0.4828,0.3679,0.5878,0.1908,0.0312,80857874,1
2012,Germany,54075.3235,0.4822,0.3632,0.5825,0.1897,0.0333,80916390,1
2013,Germany,54111.0907,0.496,0.3776,0.5833,0.1827,0.0347,81041582,1
