Year,Country,GDP_per_capita,Gini_Index,Top_10_Income_Share,Top_10_Wealth_Share,Bottom_50_Income_Share,Bottom_50_Wealth_Share,Total_Population,Group
2022,South Africa,16215.5762,0.7465,0.6541,0.8555,0.0581,-0.0245,62378410,2
2023,South Africa,16064.5609,0.7465,0.6541,0.8556,0.0581,-0.0246,63212384,2
2024,South Africa,15851.0539,0.7615000000000001,0.6654,0.8567,0.0527,-0.0247,64007187,2
1980,Tanzania,2699.7835,0.5458000000000001,0.4314,0.5880000000000001,0.1577,0.0467,19189769,3
1981,Tanzania,2622.5522,0.5458000000000001,0.4314,0.5880000000000001,0.1577,0.0467,19784703,3
1982,Tanzania,2571.8313,0.5458000000000001,0.4314,0.5881000000000001,0.1577,0.0467,20398571,3
1983,Tanzania,2437.089,0.5458000000000001,0.4314,0.5881000000000001,0.1577,0.0467,21079874,3
1984,Tanzania,2445.6911,0.5458000000000001,0.4314,0.5880000000000001,0.1577,0.0467,21779066,3
1985,Tanzania,2477.3767,0.5458000000000001,0.4314,0.5880000000000001,0.1577,0.0467,22501693,3
1986,Tanzania,2440.9281,0.5458000000000001,0.4314,0.5879,0.1577,0.0467,23258959,3
1987,Tanzania,2475.2492,0.5458000000000001,0.4314,0.5880000000000001,0.1577,0.0467,24030378,3
1988,Tanzania,2495.3768,0.5458000000000001,0.4314,0.5880000000000001,0.1577,0.0467,24769686,3
1989,Tanzania,2527.8139,0.5458000000000001,0.4314,0.5880000000000001,0.1577,0.0467,25438759,3
1990,Tanzania,2570.6059,0.5458000000000001,0.4314,0.5879,0.1577,0.0467,26110207,3
1991,Tanzania,2645.1172,0.5458000000000001,0.4314,0.5880000000000001,0.1577,0.0467,26780436,3
1992,Tanzania,2665.6314,0.5481,0.4339,0.5888,0.1564,0.0466,27457588,3
1993,Tanzania,2668.5912,0.5503,0.4364,0.5899,0.1552,0.0464,28332692,3
1994,Tanzania,2607.7648,0.5526,0.439,0.5905,0.154,0.0463,29442356,3
1995,Tanzania,2593.6166,0.5549000000000001,0.4415,0.5911000000000001,0.1527,0.0462,30383497,3
1996,Tanzania,2658.8718,0.5572,0.4441,0.5916,0.1515,0.0461,30945762,3
1997,Tanzania,2697.805,0.5595,0.4466,0.5923,0.1502,0.046,31578089,3
1998,Tanzania,2719.6969,0.5618000000000001,0.4491,0.5936,0.149,0.0458,32420458,3
1999,Tanzania,2769.6653,0.5641,0.4517,0.5942000000000001,0.1477,0.0457,33300330,3
2000,Tanzania,2816.8283,0.5664,0.4542,0.5958,0.1465,0.0454,34260139,3
2001,Tanzania,2902.6533,0.5711,0.46,0.5986,0.1446,0.0449,35198299,3
2002,Tanzania,3030.7383,0.5759000000000001,0.4659,0.6017,0.1427,0.0444,36121304,3
2003,Tanzania,3154.3754,0.5806,0.4717,0.6043000000000001,0.1408,0.044,37089555,3
2004,Tanzania,3312.0058,0.5854,0.4775,0.6069,0.139,0.0435,38109668,3
2005,Tanzania,3462.842,0.5901000000000001,0.4833,0.6108,0.1371,0.0428,39182076,3
2006,Tanzania,3529.6785,0.5948,0.4891,0.6149,0.1352,0.0421,40294902,3
2007,Tanzania,3726.5357,0.5996,0.4949,0.6236,0.1333,0.0405,41435512,3
2008,Tanzania,3813.4346,0.5968,0.4932,0.6216,0.1353,0.0409,42570728,3
2009,Tanzania,3930.2162,0.5940000000000001,0.4915,0.6179,0.1373,0.0415,43633982,3
2010,Tanzania,4082.2872,0.5912000000000001,0.4898,0.6147,0.1393,0.0421,44758488,3
2011,Tanzania,4282.4624,0.5885,0.4882,0.6127,0.1413,0.0425,46029367,3
2012,Tanzania,4371.8286,0.5925,0.4924,0.618,0.1394,0.0415,47374260,3
2013,Tanzania,4519.6933,0.5965,0.4967,0.6237,0.1374,0.0405,48824128,3
2014,Tanzania,4659.5449,0.6005,0.5009,0.63,0.1354,0.0395,50351512,3
2015,Tanzania,4750.6727,0.6045,0.5052,0.6371,0.1334,0.0386,52020962,3
2016,Tanzania,4878.9063,0.6085,0.5094000000000001,0.6348,0.1315,0.0386,53824013,3
2017,Tanzania,5002.9841,0.6125,0.5137,0.6398,0.1295,0.0377,55652890,3
2018,Tanzania,5161.5168,0.6125,0.5137,0.6397,0.1295,0.0377,57437145,3
2019,Tanzania,5344.5217,0.6125,0.5137,0.6401,0.1295,0.0377,59174891,3
2020,Tanzania,5396.5934,0.6125,0.5137,0.6388,0.1295,0.0378,60972798,3
2021,Tanzania,5485.8549,0.6125,0.5137,0.6387,0.1295,0.0378,62830412,3
2022,Tanzania,5521.5952,0.6125,0.5137,0.6376000000000001,0.1295,0.038,64711821,3
2023,Tanzania,5635.0202,0.6125,0.5137,0.6375000000000001,0.1295,0.038,66617606,3
2024,Tanzania,5838.3235,0.6125,0.5137,0.6381,0.1295,0.0379,68560157,3
1980,USA,39270.2797,0.454,0.3384,0.6499,0.2008,0.0099,229858655,1
1981,USA,39533.9345,0.4605,0.3433,0.6459,0.1969,0.0118,232201617,1
1982,USA,38148.4719,0.4677,0.346,0.6354000000000001,0.1916,0.016,234583152,1
1983,USA,39235.8013,0.4803,0.3536,0.6301,0.1832,0.0175,236986365,1
1984,USA,41409.508,0.4889,0.3649,0.6324000000000001,0.1796,0.014,239353967,1
1985,USA,42510.9824,0.4908,0.3655,0.6271,0.1782,0.0156,241690443,1
1986,USA,43418.8471,0.4923,0.3634,0.6292,0.1761,0.016,243953807,1
1987,USA,44399.1369,0.5003000000000001,0.3747,0.6334000000000001,0.1736,0.0191,246161291,1
1988,USA,45752.5012,0.5145000000000001,0.3924,0.646,0.1687,0.0181,248393235,1
1989,USA,46928.3049,0.5111,0.3878,0.6482,0.1698,0.0184,250675053,1
1990,USA,47223.99,0.5126000000000001,0.3876,0.6509,0.1685,0.0169,253373387,1
1991,USA,46557.4745,0.5114000000000001,0.3832,0.6517000000000001,0.1671,0.0165,256471422,1
1992,USA,47639.1595,0.5236000000000001,0.3941,0.6649,0.16,0.0138,259606019,1
1993,USA,48443.6568,0.5211,0.391,0.6656000000000001,0.1611,0.0134,262633231,1
1994,USA,49905.0808,0.5201,0.3913,0.6678000000000001,0.1617,0.0115,265474810,1
1995,USA,50752.5572,0.5284,0.399,0.6712,0.1574,0.0094,268205795,1
1996,USA,52165.1537,0.5356000000000001,0.408,0.6732,0.1547,0.0079,270860696,1
1997,USA,53944.1604,0.5418000000000001,0.4155,0.68,0.1524,0.0055,273468013,1
1998,USA,55773.2866,0.5433,0.4192,0.6864,0.1528,0.0051,276119333,1
1999,USA,57822.5445,0.5467000000000001,0.4228,0.6862,0.1514,0.0064,278785484,1
2000,USA,59512.0568,0.5501,0.4273,0.6865,0.1506,0.0061,281484131,1
2001,USA,59374.755,0.5438000000000001,0.4194,0.6819000000000001,0.1531,0.0062,284279639,1
2002,USA,59650.9907,0.5402,0.4149,0.6815,0.154,0.0062,287084338,1
2003,USA,60583.7451,0.544,0.4164,0.6817000000000001,0.1509,0.0042,289908100,1
2004,USA,62167.5098,0.551,0.4242,0.6867000000000001,0.1478,0.0039,292786253,1
2005,USA,63557.9368,0.5616,0.4359,0.6863,0.1432,0.0047,295716664,1
2006,USA,64540.0627,0.5678000000000001,0.4429,0.6877,0.1408,0.0018,298730209,1
2007,USA,65042.4145,0.5645,0.4404,0.6967,0.1431,-0.0039,301844226,1
2008,USA,64324.3514,0.5624,0.4356,0.7118,0.1429,-0.0123,304970333,1
2009,USA,61869.2406,0.557,0.4245,0.7168,0.1425,-0.0183,308023454,1
2010,USA,62715.9689,0.5675,0.4381,0.7298,0.1387,-0.0182,311062790,1
2011,USA,62849.4624,0.5731,0.4426,0.7353000000000001,0.1356,-0.0178,314105078,1
2012,USA,63469.0545,0.5840000000000001,0.4559,0.7433000000000001,0.1315,-0.0164,317115355,1
2013,USA,64026.7622,0.5773,0.449,0.7391000000000001,0.1345,-0.0119,320110759,1
2014,USA,64880.2909,0.5841000000000001,0.4558,0.7363000000000001,0.1314,-0.0078,323115377,1
2015,USA,66048.8861,0.5831000000000001,0.455,0.7321000000000001,0.1321,-0.0056,326126497,1
2016,USA,66516.7594,0.5851000000000001,0.4536,0.7278,0.1295,-0.004,329179427,1
2017,USA,67418.5036,0.5805,0.4546,0.7184,0.1348,-0.0003,332204660,1
2018,USA,68693.5944,0.5836,0.4581,0.7165,0.1334,0.0006,335056497,1
2019,USA,69660.1472,0.5805,0.4567,0.7141000000000001,0.1358,0.0022,337790067,1
2020,USA,67586.1356,0.5739000000000001,0.4461,0.7103,0.137,0.0036,339436159,1
2021,USA,71123.3394,0.5831000000000001,0.4607,0.7085,0.1346,0.0078,340161441,1
2022,USA,71986.4568,0.5883,0.4686,0.6962,0.1334,0.0094,341534046,1
2023,USA,73385.4524,0.5869,0.4676,0.6954,0.1344,0.0095,343477335,1
2024,USA,74754.3219,0.5869,0.4676,0.6954,0.1344,0.0096,345426571,1
1980,United Kingdom,29048.428,0.408,0.2848,0.5826,0.2257,0.1128,56282103,1
1981,United Kingdom,28672.7857,0.408,0.2848,0.6016,0.2257,0.1076,56304592,1
1982,United Kingdom,29096.3426,0.4088,0.2866,0.5772,0.2253,0.1142,56292755,1
1983,United Kingdom,30120.5533,0.414,0.2905,0.5708,0.2219,0.116,56332058,1
1984,United Kingdom,30542.3393,0.4207,0.2964,0.5285000000000001,0.218,0.1274,56451313,1
1985,United Kingdom,31534.0823,0.4236,0.2974,0.5519000000000001,0.2156,0.1211,56606414,1
1986,United Kingdom,32289.1057,0.4251,0.2989,0.5498000000000001,0.2148,0.1216,56751923,1
1987,United Kingdom,33803.2847,0.4292,0.3023,0.5670000000000001,0.2125,0.117,56886024,1
1988,United Kingdom,35569.6302,0.4367,0.3095,0.5458000000000001,0.2085,0.1227,57026546,1
1989,United Kingdom,36323.9648,0.4354,0.3095,0.5467000000000001,0.2094,0.1225,57182136,1
1990,United Kingdom,36376.4052,0.46,0.3291,0.5163,0.1952,0.1307,57367862,1
1991,United Kingdom,35781.753,0.4659,0.3356,0.5163,0.1923,0.1307,57555192,1
1992,United Kingdom,35740.0368,0.4668,0.3363,0.5402,0.1919,0.1242,57719272,1
1993,United Kingdom,36478.7279,0.4727,0.3423,0.5544,0.1893,0.1204,57861037,1
1994,United Kingdom,37755.7938,0.4699,0.3435,0.5569000000000001,0.1923,0.1197,58003203,1
1995,United Kingdom,37910.1633,0.4758,0.3449,0.5255000000000001,0.1871,0.0625,58154635,1
1996,United Kingdom,38796.2385,0.4813,0.3564,0.5405,0.187,0.0505,58298565,1
1997,United Kingdom,40618.4679,0.4816,0.3562,0.5653,0.1871,0.0427,58447089,1
1998,United Kingdom,41870.8386,0.4875,0.3662,0.5668000000000001,0.1859,0.0444,58626819,1
1999,United Kingdom,42943.4558,0.4919,0.3676,0.5488000000000001,0.1824,0.0512,58838657,1
2000,United Kingdom,44519.8156,0.4823,0.3597,0.5578000000000001,0.1875,0.0498,59057338,1
2001,United Kingdom,45376.1778,0.4867,0.363,0.5511,0.1851,0.0515,59288090,1
2002,United Kingdom,45908.7477,0.4887,0.3659,0.5545,0.1846,0.0502,59540763,1
2003,United Kingdom,47062.8296,0.4991,0.3781,0.5449,0.1804,0.0532,59820385,1
2004,United Kingdom,47843.2369,0.4914,0.3721,0.5403,0.1849,0.0574,60169967,1
2005,United Kingdom,48683.2668,0.5008,0.384,0.5415,0.1815,0.0571,60596108,1
2006,United Kingdom,49357.3176,0.5034000000000001,0.3873,0.5444,0.1799,0.0561,61051094,1
2007,United Kingdom,50188.6894,0.5004000000000001,0.3876,0.5439,0.1835,0.0602,61535855,1
2008,United Kingdom,49685.6357,0.4899,0.3707,0.5381,0.1861,0.0631,62027306,1
2009,United Kingdom,47032.8215,0.5074000000000001,0.3865,0.5441,0.1763,0.0481,62506226,1
2010,United Kingdom,47647.1512,0.4675,0.3484,0.5463,0.1976,0.0495,63006483,1
2011,United Kingdom,47740.4223,0.4754,0.358,0.5584,0.1944,0.0422,63509285,1
2012,United Kingdom,48056.1468,0.4866,0.3669,0.5568000000000001,0.1878,0.0447,63960484,1
2013,United Kingdom,48543.3602,0.501,0.3881,0.5677,0.1829,0.0427,64389388,1
2014,United Kingdom,49688.9808,0.4812,0.3686,0.5781000000000001,0.1931,0.0392,64865916,1
2015,United Kingdom,50363.0315,0.4703,0.3569,0.5661,0.1986,0.0454,65382110,1
2016,United Kingdom,50907.8015,0.4688000000000001,0.3572,0.5714,0.2002,0.0438,65893358,1
2017,United Kingdom,51867.2735,0.468,0.3612,0.5755,0.2034,0.0428,66354471,1
2018,United Kingdom,52246.8513,0.4689,0.3612,0.5714,0.2019,0.0464,66752475,1
2019,United Kingdom,52777.06,0.4663,0.3579,0.5695,0.2029,0.0467,67110958,1
2020,United Kingdom,47107.5958,0.4663,0.3579,0.5684,0.2029,0.0468,67351861,1
2021,United Kingdom,50900.9144,0.4683,0.36,0.5702,0.2017,0.0466,67668792,1
2022,United Kingdom,52638.6292,0.4694,0.3625,0.5707,0.202,0.0465,68179315,1
2023,United Kingdom,52357.4385,0.4672,0.3622,0.5712,0.2043,0.0464,68682962,1
2024,United Kingdom,52521.6468,0.4672,0.3622,0.5714,0.2043,0.0464,69138192,1
